seed,episode,total_steps,ret,length,terminal_cause,n_awake,n_nrem,n_rem,mean_overload,mean_recall
3,4298,131900,-111.6,66,overload,35,22,9,0.6590909090909091,0.8920454545454546
3,4299,131915,-100.065625,15,overload,12,3,0,0.784375,0.8416666666666667
3,4300,131927,-100.190625,12,overload,9,3,0,0.7408854166666666,0.8125
3,4301,132003,-111.07187499999999,76,overload,42,22,12,0.653577302631579,0.96875
3,4302,132019,-101.303125,16,overload,10,4,2,0.6689453125,0.96875
3,4303,132038,-102.925,19,overload,11,7,1,0.6907894736842105,0.9736842105263158
3,4304,132120,-107.01875,82,overload,49,24,9,0.6429115853658537,0.9527439024390244
3,4305,132137,-104.034375,17,overload,9,7,1,0.7196691176470589,0.9338235294117647
3,4306,132172,-107.225,35,overload,19,12,4,0.7035714285714286,0.9321428571428572
3,4307,132211,-111.40625,39,overload,19,16,4,0.7283653846153846,0.9455128205128205
3,4308,132276,-108.40625,65,overload,35,20,10,0.6216346153846154,0.95
3,4309,132418,-119.07499999999999,142,overload,80,42,20,0.6540492957746479,0.9727112676056338
3,4310,132436,-101.203125,18,overload,13,4,1,0.7612847222222222,0.9097222222222222
3,4311,132472,-101.096875,36,overload,23,9,4,0.6332465277777778,0.9826388888888888
3,4312,132489,-101.0,17,overload,12,3,2,0.7352941176470589,0.875
3,4313,132626,-118.02812499999999,137,overload,70,40,27,0.5936359489051095,0.9771897810218978
3,4314,132786,-130.03125000000006,160,energy,75,37,48,0.6033203125,0.9765625
3,4315,132945,-125.78750000000002,159,overload,83,45,31,0.6363993710691824,0.960691823899371
3,4316,132988,-102.85,43,overload,27,10,6,0.6569767441860465,0.9593023255813954
3,4317,133005,-99.15,17,overload,13,1,3,0.6911764705882353,0.9558823529411765
3,4318,133077,-109.675,72,overload,39,18,15,0.6302083333333334,0.9739583333333334
3,4319,133123,-105.6625,46,overload,25,13,8,0.6209239130434783,0.9619565217391305
3,4320,133189,-104.675,66,energy,38,14,14,0.6041666666666666,0.9886363636363636
3,4321,133275,-112.47187499999998,86,overload,43,25,18,0.5950218023255814,0.9840116279069767
3,4322,133395,-114.53437499999998,120,energy,57,26,37,0.5436197916666666,0.9760416666666667
3,4323,133406,-100.753125,11,overload,8,3,0,0.7684659090909091,0.7954545454545454
3,4324,133414,-99.121875,8,overload,6,0,2,0.615234375,0.984375
3,4325,133424,-99.91875,10,overload,8,1,1,0.771875,0.8875
3,4326,133559,-116.23749999999998,135,overload,72,38,25,0.6069444444444444,0.9611111111111111
3,4327,133640,-107.390625,81,overload,46,20,15,0.6159336419753086,0.9074074074074074
3,4328,133678,-104.884375,38,overload,24,9,5,0.7232730263157895,0.9539473684210527
3,4329,133759,-106.396875,81,energy,45,17,19,0.5900848765432098,0.9753086419753086
3,4330,133766,-98.53125,7,overload,7,0,0,0.7901785714285714,0.875
3,4331,133779,-99.175,13,overload,10,2,1,0.6826923076923077,0.8557692307692307
3,4332,133829,-104.8375,50,overload,31,13,6,0.67875,0.93
3,4333,133845,-99.08125,16,overload,13,2,1,0.736328125,0.78125
3,4334,133860,-100.665625,15,overload,11,3,1,0.7510416666666667,0.9083333333333333
3,4335,133960,-110.79999999999998,100,overload,52,24,24,0.58,0.98625
3,4336,134038,-109.565625,78,overload,45,21,12,0.6572516025641025,0.967948717948718
3,4337,134079,-101.11875,41,overload,27,9,5,0.6516768292682927,0.9664634146341463
3,4338,134093,-102.859375,14,overload,9,5,0,0.8113839285714286,0.9017857142857143
3,4339,134104,-100.346875,11,overload,8,2,1,0.7315340909090909,0.9204545454545454
3,4340,134128,-100.871875,24,overload,17,4,3,0.7154947916666666,0.9114583333333334
3,4341,134246,-111.64999999999999,118,overload,64,32,22,0.5953389830508474,0.9713983050847458
3,4342,134332,-109.128125,86,overload,48,23,15,0.620094476744186,0.9651162790697675
3,4343,134342,-99.06875,10,overload,9,1,0,0.796875,0.85
3,4344,134377,-103.29375,35,overload,23,8,4,0.7169642857142857,0.9178571428571428
3,4345,134464,-107.09375,87,energy,52,20,15,0.6390086206896551,0.9382183908045977
3,4346,134503,-100.840625,39,overload,27,9,3,0.6830929487179487,0.8814102564102564
3,4347,134544,-100.75,41,energy,26,6,9,0.6158536585365854,0.9695121951219512
3,4348,134581,-101.2,37,overload,25,8,4,0.6756756756756757,0.9594594594594594
3,4349,134590,-99.48125,9,overload,7,1,1,0.6979166666666666,0.9722222222222222
3,4350,134619,-104.225,29,overload,18,9,2,0.728448275862069,0.9181034482758621
3,4351,134666,-105.0,47,overload,27,11,9,0.6382978723404256,0.9627659574468085
3,4352,134672,-98.4375,6,overload,6,0,0,0.7395833333333334,0.8958333333333334
3,4353,134780,-111.06249999999999,108,energy,53,26,29,0.5422453703703703,0.9872685185185185
3,4354,134960,-126.28125000000004,180,overload,90,48,42,0.5960069444444445,0.9715277777777778
3,4355,135040,-106.3,80,energy,42,16,22,0.55625,0.984375
3,4356,135082,-104.375,42,overload,27,12,3,0.7113095238095238,0.9553571428571429
3,4357,135097,-101.103125,15,overload,11,4,0,0.7802083333333333,0.7166666666666667
3,4358,135167,-107.221875,70,energy,37,14,19,0.5845982142857142,0.9625
3,4359,135172,-99.046875,5,overload,5,0,0,0.809375,0.775
3,4360,135181,-99.00625,9,overload,8,1,0,0.7673611111111112,0.8888888888888888
3,4361,135222,-103.8375,41,energy,22,8,11,0.5838414634146342,0.9969512195121951
3,4362,135264,-99.671875,42,energy,27,7,8,0.5993303571428571,0.9702380952380952
3,4363,135301,-100.815625,37,energy,24,5,8,0.6355574324324325,1.0
3,4364,135419,-118.3375,118,overload,59,29,30,0.6054025423728814,0.9671610169491526
3,4365,135443,-100.396875,24,overload,18,5,1,0.7415364583333334,0.890625
3,4366,135487,-101.2875,44,energy,28,7,9,0.6292613636363636,0.9403409090909091
3,4367,135514,-100.078125,27,overload,17,2,8,0.5954861111111112,0.9722222222222222
3,4368,135535,-101.334375,21,overload,15,3,3,0.7492559523809523,0.8988095238095238
3,4369,135564,-99.378125,29,overload,21,4,4,0.6751077586206896,0.9137931034482759
3,4370,135601,-103.83125,37,overload,24,7,6,0.7170608108108109,0.9222972972972973
3,4371,135639,-98.3375,38,energy,24,5,9,0.5509868421052632,0.9901315789473685
3,4372,135782,-114.79687499999999,143,overload,78,36,29,0.6034746503496503,0.9763986013986014
3,4373,135787,-99.9125,5,overload,4,1,0,0.7625,0.825
3,4374,135798,-101.0875,11,overload,7,3,1,0.6988636363636364,0.9431818181818182
3,4375,136061,-127.18437500000009,263,energy,136,71,56,0.5721839353612167,0.9857414448669202
3,4376,136131,-108.06875,70,overload,39,18,13,0.628125,0.9767857142857143
3,4377,136147,-100.5875,16,overload,12,3,1,0.76171875,0.9140625
3,4378,136274,-113.34999999999998,127,energy,66,30,31,0.5767716535433071,0.9704724409448819
3,4379,136316,-105.1125,42,overload,24,11,7,0.6502976190476191,0.9077380952380952
3,4380,136329,-98.7,13,overload,11,1,1,0.7307692307692307,0.9711538461538461
3,4381,136435,-115.30937499999999,106,overload,59,30,17,0.6566922169811321,0.9551886792452831
3,4382,136454,-99.946875,19,overload,15,3,1,0.765625,0.9078947368421053
3,4383,136467,-100.671875,13,overload,8,1,4,0.6286057692307693,1.0
3,4384,136490,-102.034375,23,overload,15,6,2,0.7058423913043478,0.9402173913043478
3,4385,136507,-99.61875,17,overload,13,3,1,0.71875,0.9191176470588235
3,4386,136530,-101.60625,23,overload,16,5,2,0.7350543478260869,0.9347826086956522
3,4387,136620,-112.046875,90,overload,50,26,14,0.6449652777777778,0.9722222222222222
3,4388,136716,-118.175,96,overload,48,31,17,0.6393229166666666,0.98046875
3,4389,136862,-119.1625,146,overload,75,41,30,0.596318493150685,0.976027397260274
3,4390,137086,-112.60312499999998,224,energy,120,59,45,0.5455496651785714,0.9810267857142857
3,4391,137166,-107.23125,80,overload,43,18,19,0.581640625,0.9875
3,4392,137181,-100.2125,15,overload,11,3,1,0.7208333333333333,0.85
3,4393,137230,-104.19375,49,overload,28,9,12,0.6141581632653061,0.9617346938775511
3,4394,137311,-112.45624999999998,81,overload,43,22,16,0.6377314814814815,0.9305555555555556
3,4395,137362,-104.878125,51,energy,28,8,15,0.5995710784313726,0.9926470588235294
3,4396,137376,-100.74375,14,overload,10,2,2,0.7388392857142857,0.9732142857142857
3,4397,137386,-99.521875,10,overload,9,1,0,0.8421875,0.825
3,4398,137403,-101.021875,17,overload,11,4,2,0.671875,0.9779411764705882
3,4399,137413,-99.715625,10,overload,8,2,0,0.7515625,0.975
3,4400,137455,-106.70625,42,overload,24,14,4,0.6882440476190477,0.9851190476190477
3,4401,137516,-103.775,61,overload,37,14,10,0.6290983606557377,0.9713114754098361
3,4402,137754,-134.14062500000006,238,overload,123,64,51,0.6119353991596639,0.9648109243697479
3,4403,137758,-99.3125,4,overload,4,0,0,0.828125,0.90625
3,4404,137776,-98.390625,18,overload,13,3,2,0.6050347222222222,0.8819444444444444
3,4405,137785,-97.515625,9,overload,9,0,0,0.7239583333333334,0.8611111111111112
3,4406,137854,-106.29062499999999,69,energy,40,14,15,0.6288496376811594,0.9637681159420289
3,4407,137910,-105.903125,56,overload,34,16,6,0.6732700892857143,0.9352678571428571
3,4408,137981,-105.365625,71,overload,40,17,14,0.5952904929577465,0.9665492957746479
3,4409,138004,-98.44375,23,overload,17,4,2,0.6453804347826086,0.9782608695652174
3,4410,138064,-105.06875,60,energy,34,11,15,0.6078125,0.9854166666666667
3,4411,138100,-102.221875,36,energy,23,5,8,0.6644965277777778,0.9861111111111112
3,4412,138123,-100.465625,23,overload,16,4,3,0.6854619565217391,0.9402173913043478
3,4413,138130,-100.16875,7,overload,5,2,0,0.7098214285714286,0.9821428571428571
3,4414,138141,-100.721875,11,overload,8,2,1,0.765625,0.9204545454545454
3,4415,138191,-105.753125,50,overload,27,11,12,0.6090625,0.97
3,4416,138297,-108.99999999999999,106,overload,61,28,17,0.6179245283018868,0.9363207547169812
3,4417,138316,-98.875,19,overload,14,2,3,0.6513157894736842,0.9802631578947368
3,4418,138374,-107.146875,58,overload,32,14,12,0.6301185344827587,0.9892241379310345
3,4419,138425,-105.9125,51,overload,30,13,8,0.6629901960784313,0.9607843137254902
3,4420,138548,-112.73749999999998,123,overload,70,35,18,0.6295731707317073,0.943089430894309
3,4421,138601,-105.965625,53,overload,31,15,7,0.6559551886792453,0.9740566037735849
3,4422,138633,-102.6,32,overload,21,7,4,0.703125,0.921875
3,4423,138709,-110.90312499999999,76,overload,44,21,11,0.6803042763157895,0.9654605263157895
3,4424,138727,-100.44375,18,overload,12,3,3,0.6579861111111112,0.9652777777777778
3,4425,138791,-105.990625,64,overload,38,16,10,0.646728515625,0.953125
3,4426,138866,-104.84062499999999,75,overload,43,19,13,0.5952083333333333,0.9833333333333333
3,4427,138915,-103.909375,49,overload,31,12,6,0.6757015306122449,0.9540816326530612
3,4428,139002,-113.83749999999999,87,overload,43,20,24,0.6027298850574713,0.9813218390804598
3,4429,139026,-101.565625,24,overload,16,5,3,0.6985677083333334,0.9270833333333334
3,4430,139236,-132.18125000000006,210,overload,106,61,43,0.6084821428571429,0.968452380952381
3,4431,139343,-117.265625,107,overload,57,28,22,0.6473422897196262,0.9544392523364486
3,4432,139435,-112.31875,92,overload,51,23,18,0.6436820652173914,0.9429347826086957
3,4433,139439,-99.21875,4,overload,4,0,0,0.8046875,0.78125
3,4434,139501,-110.09375,62,overload,32,15,15,0.6305443548387096,0.9657258064516129
3,4435,139625,-118.76875,124,overload,61,33,30,0.5924899193548387,0.9667338709677419
3,4436,139637,-100.8,12,overload,9,3,0,0.7916666666666666,0.78125
3,4437,139760,-118.590625,123,overload,61,33,29,0.5966717479674797,0.9817073170731707
3,4438,139816,-113.4375,56,overload,26,19,11,0.6506696428571429,0.953125
3,4439,139851,-106.390625,35,overload,20,11,4,0.7111607142857143,0.8678571428571429
3,4440,139900,-105.234375,49,overload,29,14,6,0.657844387755102,0.9668367346938775
3,4441,139919,-104.784375,19,overload,11,8,0,0.7886513157894737,0.9539473684210527
3,4442,139941,-101.29375,22,overload,15,6,1,0.7088068181818182,0.9261363636363636
3,4443,139982,-103.11875,41,overload,22,12,7,0.5663109756097561,0.9969512195121951
3,4444,140091,-113.30937499999999,109,overload,57,34,18,0.5973337155963303,0.9770642201834863
3,4445,140162,-102.25625000000001,71,overload,40,19,12,0.5514964788732394,0.9894366197183099
3,4446,140215,-105.41875,53,overload,31,14,8,0.6456367924528302,0.9481132075471698
3,4447,140227,-101.68125,12,overload,8,4,0,0.7734375,0.8645833333333334
3,4448,140279,-108.51875,52,overload,29,18,5,0.6772836538461539,0.9254807692307693
3,4449,140310,-100.1,31,overload,20,6,5,0.6129032258064516,0.907258064516129
3,4450,140326,-100.546875,16,overload,11,3,2,0.6904296875,0.921875
3,4451,140416,-111.46562499999999,90,overload,48,25,17,0.6140625,0.9583333333333334
3,4452,140427,-100.753125,11,overload,8,3,0,0.7684659090909091,0.9090909090909091
3,4453,140626,-127.90000000000005,199,overload,100,55,44,0.592964824120603,0.9748743718592965
3,4454,140680,-110.16874999999999,54,overload,27,14,13,0.6383101851851852,0.9699074074074074
3,4455,140767,-110.12499999999999,87,overload,47,21,19,0.610632183908046,0.9382183908045977
3,4456,140820,-103.215625,53,overload,31,14,8,0.6040683962264151,0.964622641509434
3,4457,140830,-98.725,10,overload,9,1,0,0.7625,0.8875
3,4458,140859,-102.23125,29,overload,17,6,6,0.6217672413793104,0.9741379310344828
3,4459,140908,-105.77812499999999,49,overload,27,13,9,0.6240433673469388,0.9464285714285714
3,4460,140922,-102.459375,14,overload,8,5,1,0.7042410714285714,0.8839285714285714
3,4461,140977,-108.690625,55,overload,32,16,7,0.6980113636363636,0.8931818181818182
3,4462,141132,-122.18437500000002,155,overload,78,45,32,0.5966733870967742,0.9685483870967742
3,4463,141181,-104.671875,49,overload,29,10,10,0.6463647959183674,0.9846938775510204
3,4464,141211,-100.484375,30,overload,20,5,5,0.6494791666666667,0.9833333333333333
3,4465,141349,-121.06562500000001,138,overload,70,38,30,0.6106204710144928,0.9827898550724637
3,4466,141427,-109.12187499999999,78,overload,46,23,9,0.6656650641025641,0.9358974358974359
3,4467,141645,-127.99375000000006,218,overload,104,58,56,0.5531823394495413,0.9913990825688074
3,4468,141705,-110.6125,60,overload,32,19,9,0.6635416666666667,0.975
3,4469,141752,-106.265625,47,overload,27,12,8,0.6652260638297872,0.9920212765957447
3,4470,141767,-101.134375,15,overload,11,4,0,0.7822916666666667,0.8833333333333333
3,4471,141783,-100.921875,16,overload,11,2,3,0.7138671875,0.921875
3,4472,141843,-105.21875,60,overload,35,17,8,0.6286458333333333,0.9770833333333333
3,4473,141852,-99.225,9,overload,8,1,0,0.7916666666666666,0.9583333333333334
3,4474,141941,-110.28124999999999,89,overload,49,23,17,0.6211376404494382,0.9311797752808989
3,4475,141955,-100.96875,14,overload,9,4,1,0.6763392857142857,0.9732142857142857
3,4476,142000,-105.4125,45,overload,24,13,8,0.6069444444444444,0.9472222222222222
3,4477,142020,-100.865625,20,overload,14,3,3,0.71328125,0.95
3,4478,142124,-112.87499999999999,104,overload,59,28,17,0.6478365384615384,0.9675480769230769
3,4479,142177,-105.3125,53,overload,33,14,6,0.6851415094339622,0.910377358490566
3,4480,142220,-107.475,43,overload,22,13,8,0.6366279069767442,0.9447674418604651
3,4481,142350,-118.45625,130,overload,67,37,26,0.6088942307692308,0.9625
3,4482,142450,-112.35312499999999,100,overload,56,27,17,0.63953125,0.935
3,4483,142515,-109.22812499999999,65,overload,36,20,9,0.651201923076923,0.9230769230769231
3,4484,142529,-100.43125,14,overload,10,4,0,0.7165178571428571,0.9196428571428571
3,4485,142592,-104.06875,63,overload,37,14,12,0.6106150793650794,0.9503968253968254
3,4486,142609,-100.21875,17,overload,12,4,1,0.6893382352941176,0.9705882352941176
3,4487,142692,-110.4375,83,overload,43,21,19,0.5956325301204819,0.9563253012048193
3,4488,142791,-114.23124999999999,99,overload,47,24,28,0.5659722222222222,0.98989898989899
3,4489,142960,-116.50625,169,overload,93,47,29,0.6029955621301775,0.988905325443787
3,4490,142973,-100.675,13,overload,10,3,0,0.7980769230769231,0.8269230769230769
3,4491,142998,-103.275,25,overload,16,7,2,0.735,0.88
3,4492,143018,-101.00625,20,overload,14,4,2,0.7203125,0.90625
3,4493,143035,-100.103125,17,overload,13,3,1,0.7472426470588235,0.9558823529411765
3,4494,143054,-102.35625,19,overload,12,4,3,0.71875,0.8618421052631579
3,4495,143082,-103.21875,28,overload,18,7,3,0.7220982142857143,0.8973214285714286
3,4496,143112,-102.66875,30,overload,18,7,5,0.6489583333333333,0.9458333333333333
3,4497,143177,-105.16875,65,overload,38,15,12,0.6225961538461539,0.9788461538461538
3,4498,143198,-103.653125,21,overload,14,6,1,0.8072916666666666,0.8571428571428571
3,4499,143406,-122.86875,208,overload,109,56,43,0.5863882211538461,0.9909855769230769
3,4500,143416,-99.7,10,overload,8,1,1,0.75,0.875
3,4501,143429,-98.23125,13,overload,11,1,1,0.6947115384615384,0.9711538461538461
3,4502,143487,-103.784375,58,overload,35,14,9,0.6290409482758621,0.9741379310344828
3,4503,143507,-102.459375,20,overload,14,5,1,0.79296875,0.71875
3,4504,143551,-105.85,44,overload,28,13,3,0.7329545454545454,0.9573863636363636
3,4505,143611,-103.93125,60,overload,36,17,7,0.6255208333333333,0.9458333333333333
3,4506,143632,-102.559375,21,overload,14,5,2,0.7552083333333334,0.8154761904761905
3,4507,143675,-106.228125,43,overload,29,12,2,0.7867005813953488,0.6976744186046512
3,4508,143697,-102.20625,22,overload,14,5,3,0.7002840909090909,0.8522727272727273
3,4509,143763,-103.984375,66,overload,41,16,9,0.6437026515151515,0.9659090909090909
3,4510,143797,-104.478125,34,overload,20,9,5,0.6787683823529411,0.9669117647058824
3,4511,143810,-99.20625,13,overload,10,2,1,0.6850961538461539,0.9711538461538461
3,4512,143821,-99.54375,11,overload,9,2,0,0.7585227272727273,0.9772727272727273
3,4513,143830,-98.303125,9,overload,8,0,1,0.6892361111111112,0.9027777777777778
3,4514,143851,-99.48125,21,overload,14,2,5,0.6086309523809523,0.9583333333333334
3,4515,143899,-105.14375,48,overload,30,12,6,0.6946614583333334,0.9348958333333334
3,4516,143908,-99.45,9,overload,7,2,0,0.6944444444444444,1.0
3,4517,143954,-101.603125,46,energy,27,7,12,0.5805027173913043,0.9538043478260869
3,4518,144036,-109.565625,82,overload,44,22,16,0.6068978658536586,0.9557926829268293
3,4519,144044,-99.365625,8,overload,7,1,0,0.783203125,0.90625
3,4520,144240,-128.02500000000003,196,overload,102,59,35,0.6154336734693877,0.9566326530612245
3,4521,144327,-111.09062499999999,87,overload,45,22,20,0.5964439655172413,0.9741379310344828
3,4522,144349,-103.296875,22,overload,12,6,4,0.6498579545454546,0.9829545454545454
3,4523,144534,-126.94687500000003,185,overload,96,49,40,0.6164695945945946,0.975
3,4524,144549,-100.1125,15,overload,12,2,1,0.7875,0.9166666666666666
3,4525,144582,-104.671875,33,overload,18,7,8,0.6415719696969697,0.946969696969697
3,4526,144586,-99.21875,4,overload,4,0,0,0.8046875,0.96875
3,4527,144613,-106.0125,27,overload,15,9,3,0.7337962962962963,0.9675925925925926
3,4528,144716,-112.76874999999998,103,energy,55,23,25,0.6113470873786407,0.9830097087378641
3,4529,144778,-109.10624999999999,62,overload,35,16,11,0.6678427419354839,0.9395161290322581
3,4530,144865,-108.34062499999999,87,energy,45,18,24,0.5648347701149425,0.9655172413793104
3,4531,144912,-103.73125,47,overload,30,12,5,0.6815159574468085,0.9042553191489362
3,4532,144922,-101.540625,10,overload,6,3,1,0.7140625,1.0
3,4533,144932,-99.35,10,overload,9,1,0,0.825,0.875
3,4534,144943,-100.15,11,overload,7,2,2,0.6136363636363636,0.9659090909090909
3,4535,144999,-104.66875,56,energy,29,9,18,0.5530133928571429,0.9933035714285714
3,4536,145030,-101.209375,31,energy,20,3,8,0.6486895161290323,0.9758064516129032
3,4537,145105,-105.234375,75,energy,40,15,20,0.5564583333333334,0.99
3,4538,145155,-102.090625,50,energy,28,8,14,0.5578125,0.9775
3,4539,145253,-114.06875,98,overload,52,26,20,0.6272321428571429,0.951530612244898
3,4540,145291,-98.996875,38,energy,26,6,6,0.626233552631579,0.9736842105263158
3,4541,145400,-111.48124999999999,109,overload,57,29,23,0.5805619266055045,0.9690366972477065
3,4542,145473,-107.66875,73,overload,41,20,12,0.6228595890410958,0.9828767123287672
3,4543,145605,-116.19687499999999,132,overload,73,35,24,0.6310369318181818,0.9668560606060606
3,4544,145625,-100.965625,20,overload,13,3,4,0.66328125,0.925
3,4545,145641,-100.775,16,overload,12,3,1,0.7734375,0.8671875
3,4546,145729,-109.76249999999999,88,overload,51,25,12,0.6484375,0.9204545454545454
3,4547,145740,-98.871875,11,overload,9,1,1,0.6974431818181818,0.9545454545454546
3,4548,145787,-102.546875,47,overload,32,10,5,0.703125,0.8936170212765957
3,4549,145823,-103.253125,36,overload,23,8,5,0.6931423611111112,0.9618055555555556
3,4550,145831,-101.2,8,overload,6,2,0,0.875,0.578125
3,4551,145841,-98.584375,10,overload,9,0,1,0.7484375,0.9125
3,4552,145869,-100.35,28,overload,17,6,5,0.5803571428571429,0.96875
3,4553,145899,-103.2125,30,overload,21,7,2,0.7770833333333333,0.8125
3,4554,145937,-98.2875,38,overload,27,7,4,0.6365131578947368,0.9473684210526315
3,4555,145994,-105.646875,57,overload,31,14,12,0.5973135964912281,0.9890350877192983
3,4556,146012,-100.03125,18,overload,13,3,2,0.6961805555555556,0.8958333333333334
3,4557,146023,-100.065625,11,overload,8,1,2,0.7059659090909091,0.9545454545454546
3,4558,146074,-105.925,51,overload,28,13,10,0.6200980392156863,0.9068627450980392
3,4559,146090,-102.19375,16,overload,10,5,1,0.724609375,0.8203125
3,4560,146099,-100.2,9,overload,7,2,0,0.7777777777777778,0.8472222222222222
3,4561,146233,-118.740625,134,energy,63,30,41,0.5570195895522388,0.9673507462686567
3,4562,146334,-115.71874999999999,101,overload,51,28,22,0.6110767326732673,0.9294554455445545
3,4563,146344,-98.38125,10,overload,9,1,0,0.728125,0.8875
3,4564,146470,-110.225,126,overload,70,32,24,0.5922619047619048,0.9950396825396826
3,4565,146501,-100.428125,31,overload,20,6,5,0.6234879032258065,0.9637096774193549
3,4566,146542,-101.0,41,energy,26,6,9,0.6219512195121951,0.9786585365853658
3,4567,146785,-134.9343750000001,243,energy,121,62,60,0.5914994855967078,0.9912551440329218
3,4568,146798,-99.565625,13,overload,10,2,1,0.7127403846153846,0.8557692307692307
3,4569,146887,-112.44375,89,overload,48,23,18,0.6330758426966292,0.9578651685393258
3,4570,146939,-102.821875,52,overload,33,12,7,0.65234375,0.9206730769230769
3,4571,146951,-100.534375,12,overload,9,2,1,0.76953125,0.8020833333333334
3,4572,146978,-103.546875,27,overload,17,7,3,0.7239583333333334,0.9629629629629629
3,4573,146993,-99.54375,15,overload,13,2,0,0.8229166666666666,0.7416666666666667
3,4574,147002,-99.225,9,overload,8,1,0,0.7916666666666666,0.9722222222222222
3,4575,147019,-101.609375,17,overload,12,4,1,0.7711397058823529,0.8676470588235294
3,4576,147058,-101.403125,39,overload,27,10,2,0.6975160256410257,0.9102564102564102
3,4577,147105,-104.134375,47,overload,28,11,8,0.6432845744680851,0.9601063829787234
3,4578,147134,-100.378125,29,overload,21,6,2,0.7095905172413793,0.8663793103448276
3,4579,147157,-103.7125,23,overload,14,7,2,0.7309782608695652,0.9456521739130435
3,4580,147184,-101.728125,27,overload,18,7,2,0.6973379629629629,0.9675925925925926
3,4581,147214,-101.61875,30,overload,21,6,3,0.7239583333333334,0.9708333333333333
3,4582,147238,-99.934375,24,overload,17,4,3,0.6764322916666666,0.9114583333333334
3,4583,147279,-104.0375,41,overload,25,11,5,0.6692073170731707,0.9908536585365854
3,4584,147292,-100.253125,13,overload,10,2,1,0.765625,0.8461538461538461
3,4585,147378,-112.896875,86,overload,50,26,10,0.6894985465116279,0.9520348837209303
3,4586,147390,-101.603125,12,overload,8,4,0,0.7669270833333334,0.90625
3,4587,147427,-103.934375,37,overload,25,10,2,0.7495777027027027,0.918918918918919
3,4588,147472,-101.596875,45,energy,27,7,11,0.5954861111111112,0.9555555555555556
3,4589,147497,-101.95625,25,overload,17,5,3,0.72625,0.905
3,4590,147568,-109.10624999999999,71,overload,39,17,15,0.6324823943661971,0.948943661971831
3,4591,147602,-100.6375,34,overload,22,6,6,0.6305147058823529,0.9227941176470589
3,4592,147617,-101.040625,15,overload,11,3,1,0.7760416666666666,0.9083333333333333
3,4593,147625,-101.721875,8,overload,5,2,1,0.802734375,0.875
3,4594,147645,-99.1625,20,overload,14,2,4,0.628125,0.98125
3,4595,147659,-97.7375,14,overload,11,2,1,0.6026785714285714,0.9464285714285714
3,4596,147694,-103.15625,35,overload,20,7,8,0.61875,0.9821428571428571
3,4597,147768,-109.878125,74,overload,41,22,11,0.6429476351351351,0.9493243243243243
3,4598,147799,-103.728125,31,overload,17,7,7,0.6234879032258065,0.9717741935483871
3,4599,147830,-101.271875,31,overload,20,6,5,0.6507056451612904,0.9637096774193549
3,4600,148029,-127.06562500000004,199,energy,101,50,48,0.5942996231155779,0.9742462311557789
3,4601,148039,-99.115625,10,overload,9,1,0,0.8015625,0.8625
3,4602,148186,-113.27187499999998,147,overload,76,39,32,0.5589923469387755,0.9863945578231292
3,4603,148301,-112.11874999999999,115,energy,56,25,34,0.5410326086956522,0.9891304347826086
3,4604,148318,-102.090625,17,overload,10,4,3,0.6700367647058824,0.9191176470588235
3,4605,148343,-99.815625,25,energy,17,1,7,0.640625,0.99
3,4606,148348,-99.109375,5,overload,5,0,0,0.821875,0.9
3,4607,148434,-111.925,86,overload,43,21,22,0.5886627906976745,0.9825581395348837
3,4608,148536,-113.49687499999999,102,energy,55,23,24,0.6254595588235294,0.9754901960784313
3,4609,148555,-100.196875,19,overload,15,3,1,0.7787828947368421,0.7697368421052632
3,4610,148571,-102.240625,16,overload,10,5,1,0.7275390625,0.828125
3,4611,148580,-97.3125,9,overload,9,0,0,0.7013888888888888,0.9722222222222222
3,4612,148588,-99.38125,8,overload,7,1,0,0.78515625,0.9375
3,4613,148660,-109.57499999999999,72,overload,40,18,14,0.6440972222222222,0.9600694444444444
3,4614,148668,-97.71875,8,overload,8,0,0,0.71484375,0.890625
3,4615,148678,-99.2875,10,overload,9,1,0,0.81875,0.8125
3,4616,148709,-101.640625,31,overload,21,6,4,0.6980846774193549,0.9717741935483871
3,4617,148720,-99.496875,11,overload,9,2,0,0.7542613636363636,0.8863636363636364
3,4618,148753,-100.490625,33,overload,22,6,5,0.6482007575757576,0.9734848484848485
3,4619,148809,-103.853125,56,overload,32,11,13,0.5973772321428571,0.9419642857142857
3,4620,148824,-100.7125,15,overload,11,4,0,0.7541666666666667,0.6916666666666667
3,4621,148880,-101.034375,56,energy,33,10,13,0.5666852678571429,0.9910714285714286
3,4622,148999,-112.78124999999999,119,overload,64,33,22,0.5990021008403361,0.967436974789916
3,4623,149068,-100.74375,69,energy,40,14,15,0.5484601449275363,0.9909420289855072
3,4624,149083,-100.0875,15,overload,11,2,2,0.7125,0.8833333333333333
3,4625,149109,-100.409375,26,overload,18,5,3,0.6772836538461539,0.9471153846153846
3,4626,149123,-99.753125,14,overload,11,2,1,0.7466517857142857,0.8125
3,4627,149136,-99.8625,13,overload,10,2,1,0.7355769230769231,0.9423076923076923
3,4628,149149,-100.39375,13,overload,10,3,0,0.7764423076923077,0.8173076923076923
3,4629,149165,-99.99375,16,overload,12,2,2,0.724609375,0.921875
3,4630,149180,-100.378125,15,overload,12,3,0,0.8052083333333333,0.9083333333333333
3,4631,149212,-103.334375,32,overload,21,8,3,0.72607421875,0.890625
