seed,episode,total_steps,ret,length,terminal_cause,n_awake,n_nrem,n_rem,mean_overload,mean_recall
1,1206,22591,-98.378125,28,overload,20,3,5,0.6277901785714286,0.9642857142857143
1,1207,22627,-102.2875,36,energy,20,4,12,0.5746527777777778,1.0
1,1208,22649,-98.215625,22,energy,15,0,7,0.5688920454545454,0.9943181818181818
1,1209,22684,-104.453125,35,energy,15,2,18,0.4986607142857143,1.0
1,1210,22704,-97.275,20,energy,16,0,4,0.64375,0.99375
1,1211,22724,-96.796875,20,energy,15,0,5,0.56484375,0.98125
1,1212,22746,-97.6125,22,energy,14,0,8,0.4914772727272727,0.9943181818181818
1,1213,22771,-98.628125,25,energy,17,1,7,0.593125,0.995
1,1214,22796,-96.728125,25,energy,16,1,8,0.473125,1.0
1,1215,22814,-97.1875,18,overload,13,1,4,0.5381944444444444,1.0
1,1216,22834,-96.275,20,energy,16,0,4,0.59375,0.99375
1,1217,22861,-98.084375,27,energy,16,1,10,0.4809027777777778,1.0
1,1218,22877,-97.1375,16,overload,14,0,2,0.68359375,1.0
1,1219,22897,-95.68125,20,energy,16,0,4,0.5640625,0.99375
1,1220,22916,-96.065625,19,energy,16,0,3,0.6192434210526315,0.9736842105263158
1,1221,22929,-98.45,13,overload,11,1,1,0.7115384615384616,0.9711538461538461
1,1222,22951,-96.321875,22,energy,18,1,3,0.6328125,1.0
1,1223,22968,-96.684375,17,overload,15,0,2,0.6755514705882353,1.0
1,1224,22990,-97.059375,22,energy,15,0,7,0.5163352272727273,1.0
1,1225,23005,-98.540625,15,overload,11,1,3,0.609375,1.0
1,1226,23028,-96.453125,23,energy,18,1,4,0.6066576086956522,0.9891304347826086
1,1227,23046,-96.184375,18,energy,16,0,2,0.6657986111111112,0.9930555555555556
1,1228,23063,-97.478125,17,overload,13,0,4,0.5928308823529411,0.9926470588235294
1,1229,23078,-97.89375,15,overload,12,0,3,0.6395833333333333,0.9333333333333333
1,1230,23103,-97.471875,25,energy,17,1,7,0.546875,1.0
1,1231,23115,-97.965625,12,overload,10,0,2,0.6471354166666666,1.0
1,1232,23135,-95.884375,20,energy,16,0,4,0.57421875,0.99375
1,1233,23165,-96.259375,30,energy,21,3,6,0.5453125,1.0
1,1234,23188,-99.0125,23,overload,16,2,5,0.6222826086956522,0.9945652173913043
1,1235,23214,-96.496875,26,energy,19,2,5,0.5691105769230769,1.0
1,1236,23236,-96.49375,22,overload,18,2,2,0.640625,0.9886363636363636
1,1237,23259,-98.7875,23,energy,17,1,5,0.6603260869565217,0.9836956521739131
1,1238,23281,-96.403125,22,energy,15,0,7,0.4865056818181818,0.9886363636363636
1,1239,23301,-97.015625,20,energy,15,0,5,0.57578125,1.0
1,1240,23329,-96.415625,28,energy,19,2,7,0.5184151785714286,1.0
1,1241,23366,-99.078125,37,energy,22,6,9,0.5291385135135135,1.0
1,1242,23387,-97.5375,21,energy,15,0,6,0.5684523809523809,0.9940476190476191
1,1243,23408,-97.584375,21,energy,15,0,6,0.5706845238095238,1.0
1,1244,23433,-98.05625,25,energy,16,1,8,0.52625,1.0
1,1245,23451,-96.159375,18,overload,15,0,3,0.6032986111111112,0.9930555555555556
1,1246,23476,-97.8625,25,energy,17,1,7,0.5625,1.0
1,1247,23491,-97.95625,15,overload,12,0,3,0.64375,1.0
1,1248,23507,-97.325,16,overload,14,1,1,0.6953125,0.9296875
1,1249,23530,-96.078125,23,energy,18,1,4,0.5903532608695652,0.967391304347826
1,1250,23548,-95.121875,18,energy,16,0,2,0.6067708333333334,1.0
1,1251,23563,-98.5875,15,overload,11,0,4,0.6125,1.0
1,1252,23583,-96.39375,20,overload,17,1,2,0.6546875,0.90625
1,1253,23600,-96.725,17,overload,16,1,0,0.7426470588235294,0.8823529411764706
1,1254,23619,-95.675,19,energy,16,0,3,0.5986842105263158,1.0
1,1255,23641,-99.29375,22,energy,15,0,7,0.6178977272727273,0.9772727272727273
1,1256,23652,-96.90625,11,overload,11,0,0,0.71875,0.9886363636363636
1,1257,23667,-97.565625,15,overload,12,0,3,0.6177083333333333,1.0
1,1258,23686,-96.815625,19,energy,16,0,3,0.6587171052631579,0.9736842105263158
1,1259,23707,-94.31875,21,energy,15,0,6,0.41517857142857145,1.0
1,1260,23727,-96.859375,20,energy,15,0,5,0.56796875,0.99375
1,1261,23751,-95.340625,24,energy,17,1,6,0.4850260416666667,1.0
1,1262,23763,-97.06875,12,overload,11,0,1,0.6640625,1.0
1,1263,23774,-96.59375,11,overload,11,0,0,0.6903409090909091,0.9772727272727273
1,1264,23791,-96.8375,17,overload,13,0,4,0.5551470588235294,1.0
1,1265,23811,-95.65,20,energy,16,0,4,0.5625,0.9875
1,1266,23834,-96.396875,23,energy,17,1,5,0.5563858695652174,1.0
1,1267,23846,-97.41875,12,overload,10,1,1,0.6015625,1.0
1,1268,23865,-95.409375,19,energy,16,0,3,0.584703947368421,1.0
1,1269,23883,-96.54375,18,energy,16,0,2,0.6857638888888888,0.9861111111111112
1,1270,23903,-95.946875,20,energy,16,0,4,0.57734375,0.975
1,1271,23913,-96.734375,10,overload,10,0,0,0.6734375,0.975
1,1272,23933,-96.484375,20,energy,15,0,5,0.54921875,1.0
1,1273,23949,-95.9125,16,overload,15,0,1,0.67578125,0.8984375
1,1274,23961,-98.98125,12,overload,10,2,0,0.7317708333333334,0.8958333333333334
1,1275,23977,-96.25625,16,overload,15,1,0,0.697265625,0.984375
1,1276,23988,-97.31875,11,overload,10,0,1,0.65625,1.0
1,1277,24013,-98.484375,25,overload,20,3,2,0.719375,0.99
1,1278,24025,-98.6125,12,overload,9,0,3,0.609375,1.0
1,1279,24044,-95.76875,19,energy,16,0,3,0.6036184210526315,0.9605263157894737
1,1280,24066,-97.228125,22,energy,18,1,3,0.6740056818181818,0.9943181818181818
1,1281,24086,-95.775,20,energy,16,0,4,0.56875,1.0
1,1282,24104,-96.246875,18,overload,16,1,1,0.6692708333333334,0.9930555555555556
1,1283,24125,-96.428125,21,energy,15,0,6,0.515625,1.0
1,1284,24139,-96.225,14,overload,13,0,1,0.6517857142857143,0.9732142857142857
1,1285,24150,-97.03125,11,overload,11,0,0,0.7301136363636364,0.9545454545454546
1,1286,24175,-99.24375,25,energy,16,1,8,0.57375,0.985
1,1287,24185,-97.140625,10,overload,10,0,0,0.7140625,0.925
1,1288,24203,-97.95625,18,overload,15,1,2,0.703125,0.9861111111111112
1,1289,24228,-97.609375,25,energy,20,2,3,0.684375,0.975
1,1290,24240,-96.684375,12,overload,10,0,2,0.5403645833333334,1.0
1,1291,24263,-96.390625,23,energy,18,1,4,0.6039402173913043,0.9891304347826086
1,1292,24282,-94.940625,19,energy,16,0,3,0.5600328947368421,1.0
1,1293,24295,-97.396875,13,overload,12,0,1,0.7151442307692307,0.9615384615384616
1,1294,24315,-97.4625,20,energy,16,0,4,0.653125,1.0
1,1295,24335,-96.25,20,energy,15,0,5,0.5375,0.99375
1,1296,24348,-97.490625,13,overload,12,0,1,0.7223557692307693,0.9711538461538461
1,1297,24357,-99.028125,9,overload,7,1,1,0.6475694444444444,1.0
1,1298,24365,-97.65625,8,overload,8,0,0,0.70703125,0.953125
1,1299,24381,-95.9125,16,overload,15,0,1,0.67578125,0.9765625
1,1300,24401,-97.015625,20,energy,15,0,5,0.57578125,0.9875
1,1301,24424,-96.021875,23,energy,17,1,5,0.5400815217391305,1.0
1,1302,24444,-96.74375,20,energy,16,0,4,0.6171875,0.9875
1,1303,24471,-96.765625,27,energy,22,3,2,0.6765046296296297,0.9953703703703703
1,1304,24490,-95.6125,19,energy,16,0,3,0.5953947368421053,1.0
1,1305,24511,-96.565625,21,energy,18,1,2,0.6793154761904762,1.0
1,1306,24532,-95.784375,21,energy,18,1,2,0.6421130952380952,0.9940476190476191
1,1307,24542,-98.85,10,overload,9,1,0,0.775,0.95
1,1308,24563,-97.19375,21,energy,15,0,6,0.5520833333333334,1.0
1,1309,24577,-98.784375,14,overload,11,2,1,0.6774553571428571,0.9910714285714286
1,1310,24596,-96.64375,19,energy,16,0,3,0.649671052631579,1.0
1,1311,24619,-96.88125,23,energy,17,1,5,0.5774456521739131,1.0
1,1312,24641,-98.253125,22,energy,14,0,8,0.5205965909090909,1.0
1,1313,24653,-97.146875,12,overload,11,0,1,0.6705729166666666,1.0
1,1314,24676,-97.09375,23,energy,18,1,4,0.6345108695652174,0.9782608695652174
1,1315,24696,-96.21875,20,energy,15,0,5,0.5359375,0.9875
1,1316,24719,-96.646875,23,energy,17,1,5,0.5672554347826086,1.0
1,1317,24726,-98.71875,7,overload,7,0,0,0.8169642857142857,0.9642857142857143
1,1318,24745,-97.071875,19,overload,15,0,4,0.6143092105263158,0.993421052631579
1,1319,24755,-97.515625,10,overload,10,0,0,0.7515625,0.8875
1,1320,24775,-96.390625,20,energy,15,0,5,0.54453125,1.0
1,1321,24795,-95.9375,20,energy,15,0,5,0.521875,1.0
1,1322,24816,-95.225,21,energy,15,0,6,0.4583333333333333,1.0
1,1323,24836,-97.640625,20,energy,15,0,5,0.60703125,1.0
1,1324,24846,-98.25625,10,overload,9,1,0,0.715625,0.9875
1,1325,24866,-97.46875,20,energy,15,0,5,0.5984375,0.99375
1,1326,24877,-97.934375,11,overload,9,0,2,0.6122159090909091,1.0
1,1327,24893,-96.740625,16,overload,15,1,0,0.7275390625,0.96875
1,1328,24904,-96.63125,11,overload,10,0,1,0.59375,0.9659090909090909
1,1329,24923,-96.253125,19,energy,16,0,3,0.6291118421052632,0.993421052631579
1,1330,24944,-99.146875,21,energy,15,0,6,0.6450892857142857,0.9761904761904762
1,1331,24964,-97.071875,20,energy,16,0,4,0.63359375,0.9875
1,1332,24984,-96.49375,20,energy,16,0,4,0.6046875,1.0
1,1333,25006,-95.821875,22,energy,18,1,3,0.6100852272727273,1.0
1,1334,25026,-95.321875,20,energy,16,0,4,0.54609375,1.0
1,1335,25049,-96.94375,23,energy,17,1,5,0.5801630434782609,1.0
1,1336,25073,-97.10625,24,energy,17,1,6,0.55859375,1.0
1,1337,25078,-98.859375,5,overload,5,0,0,0.771875,1.0
1,1338,25096,-95.41875,18,energy,16,0,2,0.6232638888888888,0.9375
1,1339,25121,-97.38437499999999,25,energy,16,1,8,0.499375,1.0
1,1340,25141,-96.21875,20,energy,15,0,5,0.5359375,0.975
1,1341,25162,-95.965625,21,energy,19,1,1,0.703125,1.0
1,1342,25188,-96.04374999999999,26,energy,19,2,5,0.5516826923076923,1.0
1,1343,25204,-96.278125,16,overload,14,0,2,0.6298828125,0.9921875
1,1344,25231,-97.51875,27,energy,19,2,6,0.5821759259259259,0.9953703703703703
1,1345,25247,-95.990625,16,overload,15,0,1,0.6806640625,0.9765625
1,1346,25266,-99.25625,19,overload,13,1,5,0.6134868421052632,1.0
1,1347,25277,-95.65625,11,overload,11,0,0,0.6051136363636364,0.9545454545454546
1,1348,25295,-94.153125,18,energy,16,0,2,0.5529513888888888,1.0
1,1349,25315,-96.40625,20,energy,15,0,5,0.5453125,1.0
1,1350,25324,-98.63125,9,overload,8,0,1,0.7256944444444444,1.0
1,1351,25344,-96.40625,20,energy,15,0,5,0.5453125,1.0
1,1352,25366,-97.440625,22,energy,14,0,8,0.4836647727272727,0.9943181818181818
1,1353,25379,-99.309375,13,overload,11,2,0,0.7776442307692307,0.9711538461538461
1,1354,25399,-96.103125,20,energy,16,0,4,0.58515625,0.9875
1,1355,25418,-93.05,19,energy,16,0,3,0.4605263157894737,0.9868421052631579
1,1356,25440,-97.8375,22,energy,18,1,3,0.7017045454545454,0.8977272727272727
1,1357,25452,-98.303125,12,overload,11,1,0,0.7669270833333334,0.9791666666666666
1,1358,25474,-96.43125,22,energy,18,1,3,0.6377840909090909,0.9943181818181818
1,1359,25501,-99.18437499999999,27,energy,15,1,11,0.4809027777777778,1.0
1,1360,25525,-97.684375,24,energy,17,1,6,0.5826822916666666,0.9895833333333334
1,1361,25535,-96.21875,10,overload,10,0,0,0.621875,1.0
1,1362,25554,-96.434375,19,overload,17,1,1,0.696546052631579,0.993421052631579
1,1363,25569,-97.7375,15,overload,12,1,2,0.6291666666666667,0.95
1,1364,25584,-96.996875,15,overload,13,0,2,0.653125,1.0
1,1365,25604,-97.01875,20,overload,17,2,1,0.6859375,0.95
1,1366,25619,-96.553125,15,overload,14,0,1,0.696875,0.9583333333333334
1,1367,25632,-96.490625,13,overload,12,0,1,0.6454326923076923,0.9711538461538461
1,1368,25655,-98.1875,23,overload,18,3,2,0.6820652173913043,0.9782608695652174
1,1369,25668,-98.5125,13,overload,11,1,1,0.7163461538461539,0.9326923076923077
1,1370,25694,-97.215625,26,energy,19,2,5,0.5967548076923077,1.0
1,1371,25720,-97.60625,26,energy,19,2,5,0.6117788461538461,1.0
1,1372,25731,-96.84375,11,overload,11,0,0,0.7130681818181818,0.9772727272727273
1,1373,25752,-95.140625,21,energy,16,1,4,0.5066964285714286,1.0
1,1374,25759,-98.03125,7,overload,7,0,0,0.71875,1.0
1,1375,25779,-96.775,20,energy,16,0,4,0.61875,0.98125
1,1376,25797,-96.528125,18,energy,16,0,2,0.6848958333333334,0.9930555555555556
1,1377,25817,-96.821875,20,overload,16,2,2,0.62109375,1.0
1,1378,25828,-97.553125,11,overload,10,1,0,0.6775568181818182,0.9545454545454546
1,1379,25849,-95.846875,21,energy,18,1,2,0.6450892857142857,0.9880952380952381
1,1380,25867,-95.725,18,energy,17,0,1,0.7013888888888888,1.0
1,1381,25887,-97.11875,20,energy,16,0,4,0.6359375,0.98125
1,1382,25897,-97.25,10,overload,10,0,0,0.725,1.0
1,1383,25926,-98.70625,29,overload,21,4,4,0.6519396551724138,1.0
1,1384,25940,-96.725,14,overload,13,0,1,0.6875,0.9553571428571429
1,1385,25960,-97.984375,20,energy,15,0,5,0.62421875,1.0
1,1386,25980,-99.0,20,energy,15,0,5,0.675,0.99375
1,1387,26000,-96.425,20,energy,17,1,2,0.65625,0.975
1,1388,26017,-97.43125,17,overload,13,0,4,0.5900735294117647,0.9779411764705882
1,1389,26026,-98.575,9,overload,7,0,2,0.5972222222222222,1.0
1,1390,26046,-96.165625,20,energy,16,0,4,0.58828125,0.99375
1,1391,26064,-96.440625,18,overload,15,0,3,0.6189236111111112,0.9930555555555556
1,1392,26086,-96.884375,22,energy,18,1,3,0.6583806818181818,1.0
1,1393,26097,-97.271875,11,overload,10,0,1,0.6519886363636364,1.0
1,1394,26107,-97.625,10,overload,10,0,0,0.7625,0.9625
1,1395,26116,-97.34375,9,overload,9,0,0,0.7048611111111112,0.9722222222222222
1,1396,26130,-98.3875,14,overload,12,1,1,0.7276785714285714,0.9375
1,1397,26146,-97.3,16,overload,13,1,2,0.625,1.0
1,1398,26175,-96.3625,29,energy,21,3,5,0.5711206896551724,0.9956896551724138
1,1399,26198,-97.359375,23,overload,18,2,3,0.6460597826086957,0.9782608695652174
1,1400,26214,-96.834375,16,overload,15,0,1,0.7333984375,0.9609375
1,1401,26248,-97.63125,34,energy,23,4,7,0.5744485294117647,1.0
1,1402,26259,-97.34375,11,overload,11,0,0,0.7585227272727273,0.8863636363636364
1,1403,26284,-99.896875,25,energy,14,1,10,0.511875,1.0
1,1404,26302,-95.559375,18,energy,16,0,2,0.6310763888888888,0.9861111111111112
1,1405,26311,-98.4125,9,overload,8,0,1,0.7013888888888888,0.9861111111111112
1,1406,26332,-97.275,21,energy,17,1,3,0.6607142857142857,0.9523809523809523
1,1407,26343,-97.9125,11,overload,10,1,0,0.7102272727272727,0.9431818181818182
1,1408,26352,-97.578125,9,overload,9,0,0,0.7309027777777778,0.9861111111111112
1,1409,26360,-97.515625,8,overload,8,0,0,0.689453125,0.953125
1,1410,26374,-96.6625,14,overload,13,0,1,0.6830357142857143,0.9821428571428571
1,1411,26390,-97.965625,16,overload,14,0,2,0.7353515625,0.9453125
1,1412,26401,-97.015625,11,overload,11,0,0,0.7286931818181818,1.0
1,1413,26420,-97.89375,19,energy,16,0,3,0.7154605263157895,0.9539473684210527
1,1414,26446,-97.825,26,energy,19,2,5,0.6201923076923077,0.9711538461538461
1,1415,26457,-97.903125,11,overload,9,0,2,0.609375,0.9886363636363636
1,1416,26478,-95.878125,21,energy,18,1,2,0.6465773809523809,0.9880952380952381
1,1417,26487,-98.834375,9,overload,8,0,1,0.7482638888888888,0.9861111111111112
1,1418,26505,-96.0125,18,energy,16,0,2,0.65625,1.0
1,1419,26516,-97.09375,11,overload,11,0,0,0.7357954545454546,1.0
1,1420,26527,-98.334375,11,overload,10,1,0,0.7485795454545454,1.0
1,1421,26544,-97.790625,17,overload,13,1,3,0.6112132352941176,0.9852941176470589
1,1422,26550,-98.625,6,overload,6,0,0,0.7708333333333334,0.9791666666666666
1,1423,26576,-96.959375,26,energy,20,2,4,0.6292067307692307,1.0
1,1424,26592,-97.54375,16,overload,14,0,2,0.708984375,0.984375
1,1425,26612,-97.953125,20,energy,15,0,5,0.62265625,0.975
1,1426,26623,-97.709375,11,overload,10,0,1,0.6917613636363636,0.9772727272727273
1,1427,26656,-100.99375,33,energy,19,3,11,0.5634469696969697,1.0
1,1428,26664,-99.184375,8,overload,6,0,2,0.623046875,1.0
1,1429,26687,-96.88125,23,energy,17,1,5,0.5774456521739131,1.0
1,1430,26709,-95.4625,22,energy,18,1,3,0.59375,0.9715909090909091
1,1431,26724,-98.3375,15,overload,11,0,4,0.5958333333333333,0.95
1,1432,26741,-98.221875,17,overload,14,2,1,0.7012867647058824,1.0
1,1433,26765,-96.309375,24,energy,17,1,6,0.525390625,1.0
1,1434,26787,-97.928125,22,overload,16,3,3,0.6058238636363636,0.9659090909090909
1,1435,26806,-94.534375,19,energy,16,0,3,0.5386513157894737,1.0
1,1436,26830,-97.03125,24,energy,19,2,3,0.6471354166666666,1.0
1,1437,26848,-96.85,18,energy,17,0,1,0.7638888888888888,0.8819444444444444
1,1438,26868,-97.484375,20,energy,15,0,5,0.59921875,0.96875
1,1439,26888,-96.5875,20,overload,16,2,2,0.609375,0.98125
1,1440,26917,-97.54375,29,energy,22,3,4,0.6497844827586207,0.9698275862068966
1,1441,26934,-96.89375,17,overload,14,0,3,0.6231617647058824,0.9558823529411765
1,1442,26948,-96.515625,14,overload,14,0,0,0.7511160714285714,0.9553571428571429
1,1443,26968,-99.103125,20,overload,16,2,2,0.73515625,0.96875
1,1444,26985,-96.23125,17,overload,15,1,1,0.6488970588235294,0.9926470588235294
1,1445,27005,-98.109375,20,energy,15,0,5,0.63046875,0.99375
1,1446,27033,-97.353125,28,energy,19,2,7,0.5518973214285714,1.0
1,1447,27044,-98.4125,11,overload,10,0,1,0.7556818181818182,0.9204545454545454
1,1448,27065,-96.803125,21,energy,15,0,6,0.5334821428571429,1.0
1,1449,27087,-97.525,22,energy,18,1,3,0.6875,0.9715909090909091
1,1450,27101,-96.575,14,overload,12,0,2,0.5982142857142857,0.9821428571428571
1,1451,27121,-96.359375,20,energy,15,0,5,0.54296875,1.0
1,1452,27139,-97.1125,18,overload,15,1,2,0.65625,1.0
1,1453,27155,-99.28125,16,overload,11,1,4,0.611328125,1.0
1,1454,27178,-96.140625,23,energy,18,1,4,0.5930706521739131,1.0
1,1455,27188,-96.484375,10,overload,10,0,0,0.6484375,0.9875
1,1456,27206,-94.2625,18,energy,16,0,2,0.5590277777777778,1.0
1,1457,27225,-98.071875,19,overload,15,1,3,0.6669407894736842,0.9868421052631579
1,1458,27245,-96.603125,20,energy,16,1,3,0.61015625,1.0
1,1459,27265,-95.61875,20,energy,16,0,4,0.5609375,1.0
1,1460,27288,-97.35625,23,energy,16,1,6,0.5502717391304348,1.0
1,1461,27313,-99.08749999999999,25,energy,16,1,8,0.5675,0.985
1,1462,27324,-98.928125,11,overload,10,1,0,0.8025568181818182,0.9318181818181818
1,1463,27346,-97.684375,22,energy,15,0,7,0.5447443181818182,1.0
1,1464,27367,-97.240625,21,energy,15,0,6,0.5543154761904762,1.0
1,1465,27390,-95.859375,23,energy,18,1,4,0.5808423913043478,1.0
1,1466,27409,-95.14375,19,energy,16,0,3,0.5707236842105263,0.993421052631579
1,1467,27427,-96.528125,18,energy,16,0,2,0.6848958333333334,0.9861111111111112
1,1468,27448,-95.753125,21,energy,18,1,2,0.640625,0.9880952380952381
1,1469,27461,-98.221875,13,overload,10,0,3,0.609375,0.9230769230769231
1,1470,27484,-97.13125,23,energy,17,1,5,0.5883152173913043,1.0
1,1471,27503,-95.690625,19,energy,16,0,3,0.5995065789473685,1.0
1,1472,27511,-97.859375,8,overload,8,0,0,0.732421875,1.0
1,1473,27529,-95.996875,18,energy,16,0,2,0.6553819444444444,0.9930555555555556
1,1474,27552,-96.25,23,energy,18,2,3,0.5978260869565217,0.9945652173913043
1,1475,27566,-96.496875,14,overload,12,1,1,0.5926339285714286,0.9642857142857143
1,1476,27595,-99.228125,29,overload,20,3,6,0.6320043103448276,0.9870689655172413
1,1477,27614,-95.95625,19,energy,16,0,3,0.6134868421052632,1.0
1,1478,27628,-99.253125,14,overload,11,1,2,0.7109375,0.9821428571428571
1,1479,27650,-96.640625,22,overload,17,1,4,0.5973011363636364,0.9829545454545454
1,1480,27662,-97.65625,12,overload,12,0,0,0.8046875,1.0
1,1481,27673,-96.84375,11,overload,11,0,0,0.7130681818181818,0.9772727272727273
1,1482,27694,-96.203125,21,overload,16,1,4,0.5572916666666666,0.9821428571428571
1,1483,27714,-96.796875,20,energy,15,0,5,0.56484375,1.0
1,1484,27735,-96.409375,21,energy,18,1,2,0.671875,0.9880952380952381
1,1485,27751,-96.31875,16,overload,15,0,1,0.701171875,1.0
1,1486,27771,-95.9,20,energy,16,0,4,0.575,1.0
1,1487,27790,-96.05,19,energy,16,0,3,0.618421052631579,1.0
1,1488,27812,-97.2125,22,energy,18,1,3,0.6732954545454546,0.9829545454545454
1,1489,27831,-93.409375,19,energy,16,0,3,0.47944078947368424,1.0
1,1490,27850,-95.503125,19,energy,16,0,3,0.5896381578947368,1.0
1,1491,27876,-98.875,26,energy,16,1,9,0.5336538461538461,1.0
1,1492,27896,-96.59375,20,energy,15,0,5,0.5546875,1.0
1,1493,27920,-97.0125,24,energy,17,1,6,0.5546875,0.9947916666666666
1,1494,27948,-98.965625,28,energy,21,3,4,0.6880580357142857,0.9910714285714286
1,1495,27971,-96.646875,23,energy,17,1,5,0.5672554347826086,1.0
1,1496,27994,-96.615625,23,energy,17,1,5,0.5658967391304348,1.0
1,1497,28002,-99.053125,8,overload,7,0,1,0.744140625,0.921875
1,1498,28015,-100.175,13,overload,10,2,1,0.7596153846153846,0.9615384615384616
1,1499,28033,-96.721875,18,overload,15,1,2,0.6345486111111112,0.9652777777777778
1,1500,28052,-95.3625,19,energy,16,0,3,0.5822368421052632,0.9868421052631579
1,1501,28065,-97.303125,13,overload,12,1,0,0.7079326923076923,0.9711538461538461
1,1502,28085,-97.259375,20,energy,16,0,4,0.64296875,0.98125
1,1503,28109,-96.85625,24,energy,17,1,6,0.5481770833333334,1.0
1,1504,28120,-97.453125,11,overload,11,0,0,0.7684659090909091,0.9090909090909091
1,1505,28140,-96.290625,20,energy,16,1,3,0.59453125,0.98125
1,1506,28151,-96.890625,11,overload,11,0,0,0.7173295454545454,1.0
1,1507,28174,-97.81875,23,energy,17,1,5,0.6182065217391305,0.967391304347826
1,1508,28196,-97.153125,22,energy,15,0,7,0.5205965909090909,1.0
1,1509,28204,-98.740625,8,overload,7,1,0,0.705078125,1.0
1,1510,28221,-97.759375,17,overload,13,1,3,0.609375,0.9338235294117647
1,1511,28241,-94.759375,20,energy,16,0,4,0.51796875,0.9875
1,1512,28256,-97.10625,15,overload,13,1,1,0.6604166666666667,0.9666666666666667
1,1513,28274,-95.45,18,energy,16,0,2,0.625,0.9791666666666666
1,1514,28297,-97.6,23,energy,17,1,5,0.6086956521739131,1.0
1,1515,28313,-99.9375,16,overload,11,2,3,0.65234375,0.984375
1,1516,28333,-96.109375,20,energy,15,0,5,0.53046875,0.9875
1,1517,28363,-97.640625,30,energy,20,3,7,0.5546875,1.0
1,1518,28383,-97.90625,20,energy,15,0,5,0.6203125,1.0
1,1519,28396,-97.646875,13,overload,12,0,1,0.734375,0.9615384615384616
1,1520,28421,-97.784375,25,energy,17,1,7,0.559375,1.0
1,1521,28443,-96.2125,22,energy,18,2,2,0.6278409090909091,0.9772727272727273
1,1522,28469,-100.7125,26,overload,17,3,6,0.6466346153846154,0.9807692307692307
1,1523,28486,-99.740625,17,overload,11,0,6,0.5965073529411765,1.0
1,1524,28511,-98.4,25,energy,16,1,8,0.54,1.0
1,1525,28543,-97.903125,32,energy,20,3,9,0.52197265625,1.0
1,1526,28556,-97.815625,13,overload,10,0,3,0.578125,0.9711538461538461
1,1527,28583,-98.771875,27,energy,16,1,10,0.5063657407407407,1.0
1,1528,28609,-97.45,26,energy,19,2,5,0.6057692307692307,0.9951923076923077
1,1529,28633,-96.66875,24,energy,17,1,6,0.5403645833333334,1.0
1,1530,28647,-97.209375,14,overload,13,0,1,0.7220982142857143,0.9553571428571429
1,1531,28662,-98.325,15,overload,13,1,1,0.7416666666666667,0.8916666666666667
1,1532,28682,-96.24375,20,energy,16,0,4,0.5921875,0.96875
1,1533,28702,-95.978125,20,energy,16,0,4,0.57890625,0.99375
1,1534,28713,-97.740625,11,overload,10,0,1,0.6946022727272727,0.9772727272727273
1,1535,28733,-95.478125,20,energy,16,0,4,0.55390625,1.0
1,1536,28753,-97.040625,20,energy,16,0,4,0.63203125,0.98125
1,1537,28775,-97.846875,22,energy,14,0,8,0.5021306818181818,1.0
1,1538,28797,-97.95625,22,energy,14,0,8,0.5071022727272727,1.0
1,1539,28819,-96.028125,22,energy,15,0,7,0.4694602272727273,1.0
1,1540,28829,-97.803125,10,overload,9,0,1,0.6703125,1.0
1,1541,28849,-97.30625,20,energy,16,0,4,0.6453125,1.0
1,1542,28869,-96.228125,20,energy,16,0,4,0.59140625,0.99375
1,1543,28892,-97.4125,23,energy,17,1,5,0.6005434782608695,0.9836956521739131
1,1544,28910,-95.98124999999999,18,energy,16,0,2,0.6545138888888888,1.0
1,1545,28933,-98.5875,23,energy,14,1,8,0.5081521739130435,1.0
1,1546,28960,-100.1,27,energy,16,1,10,0.5555555555555556,1.0
1,1547,28980,-95.46875,20,energy,15,0,5,0.4984375,0.99375
1,1548,29002,-97.325,22,energy,15,0,7,0.5284090909090909,1.0
1,1549,29029,-98.065625,27,energy,19,2,6,0.6024305555555556,1.0
1,1550,29059,-100.065625,30,energy,17,2,11,0.5255208333333333,0.9916666666666667
1,1551,29086,-100.43437499999999,27,energy,15,1,11,0.5271990740740741,1.0
1,1552,29114,-101.25,28,energy,18,2,8,0.6517857142857143,0.9821428571428571
1,1553,29122,-98.03125,8,overload,8,0,0,0.75390625,0.921875
1,1554,29138,-98.815625,16,overload,13,1,2,0.7197265625,0.9921875
1,1555,29159,-96.7875,21,energy,15,0,6,0.5327380952380952,1.0
1,1556,29173,-98.05625,14,overload,10,0,4,0.546875,1.0
1,1557,29193,-97.421875,20,overload,15,1,4,0.59609375,0.95
1,1558,29215,-96.7625,22,energy,15,0,7,0.5028409090909091,1.0
1,1559,29254,-96.528125,39,energy,27,6,6,0.5725160256410257,0.9903846153846154
1,1560,29286,-101.94375,32,energy,16,2,14,0.5107421875,1.0
1,1561,29306,-97.30625,20,energy,16,0,4,0.6453125,0.99375
1,1562,29328,-95.8875,22,energy,15,0,7,0.4630681818181818,1.0
1,1563,29364,-99.21875,36,energy,21,4,11,0.5199652777777778,0.9930555555555556
1,1564,29396,-98.6625,32,energy,21,4,7,0.580078125,1.0
1,1565,29418,-96.75625,22,energy,16,1,5,0.5525568181818182,1.0
1,1566,29448,-99.346875,30,energy,17,2,11,0.5015625,1.0
1,1567,29465,-98.653125,17,overload,10,1,6,0.4678308823529412,0.9926470588235294
